iso3,indicator_code,year,value,notes
BHR,GDP_PC_USD,2020,23599,
BHR,GDP_PC_USD,2021,26644,
BHR,GDP_PC_USD,2022,30000,
BHR,GDP_PC_USD,2023,28800,estimate
KWT,GDP_PC_USD,2018,33390,
KWT,GDP_PC_USD,2019,30769,
KWT,GDP_PC_USD,2020,24824,
KWT,GDP_PC_USD,2021,32141,
KWT,GDP_PC_USD,2022,41077,
KWT,GDP_PC_USD,2023,37980,estimate
OMN,GDP_PC_USD,2018,18944,
OMN,GDP_PC_USD,2019,17800,
OMN,GDP_PC_USD,2020,17079,
OMN,GDP_PC_USD,2021,19513,
OMN,GDP_PC_USD,2022,25044,
OMN,GDP_PC_USD,2023,23340,estimate
QAT,GDP_PC_USD,2018,66422,
QAT,GDP_PC_USD,2019,62332,
QAT,GDP_PC_USD,2020,51942,
QAT,GDP_PC_USD,2021,66803,
QAT,GDP_PC_USD,2022,87407,
QAT,GDP_PC_USD,2023,78310,estimate
SAU,GDP_PC_USD,2018,23337,
SAU,GDP_PC_USD,2019,23140,
SAU,GDP_PC_USD,2020,20091,
SAU,GDP_PC_USD,2021,24156,
SAU,GDP_PC_USD,2022,30436,
SAU,GDP_PC_USD,2023,28900,estimate
ARE,GDP_PC_USD,2018,45383,
ARE,GDP_PC_USD,2019,43916,
ARE,GDP_PC_USD,2020,37662,
ARE,GDP_PC_USD,2021,44359,
ARE,GDP_PC_USD,2022,53718,
ARE,GDP_PC_USD,2023,54000,estimate
BHR,OIL_RENT_PCT,2018,10.8,
BHR,OIL_RENT_PCT,2019,10.1,
BHR,OIL_RENT_PCT,2020,7.4,
BHR,OIL_RENT_PCT,2021,11.2,
BHR,OIL_RENT_PCT,2022,13.5,
BHR,OIL_RENT_PCT,2023,12.1,estimate
KWT,OIL_RENT_PCT,2018,45.2,
KWT,OIL_RENT_PCT,2019,42.8,
KWT,OIL_RENT_PCT,2020,32.1,
KWT,OIL_RENT_PCT,2021,41.7,
KWT,OIL_RENT_PCT,2022,48.9,
KWT,OIL_RENT_PCT,2023,45.0,estimate
OMN,OIL_RENT_PCT,2018,27.4,
OMN,OIL_RENT_PCT,2019,24.9,
OMN,OIL_RENT_PCT,2020,18.6,
OMN,OIL_RENT_PCT,2021,26.3,
OMN,OIL_RENT_PCT,2022,32.8,
OMN,OIL_RENT_PCT,2023,29.4,estimate
QAT,OIL_RENT_PCT,2018,21.6,
QAT,OIL_RENT_PCT,2019,19.4,
QAT,OIL_RENT_PCT,2020,14.8,
QAT,OIL_RENT_PCT,2021,22.1,
QAT,OIL_RENT_PCT,2022,28.4,
QAT,OIL_RENT_PCT,2023,24.7,estimate
SAU,OIL_RENT_PCT,2018,29.8,
SAU,OIL_RENT_PCT,2019,24.3,
SAU,OIL_RENT_PCT,2020,17.9,
SAU,OIL_RENT_PCT,2021,23.6,
SAU,OIL_RENT_PCT,2022,27.5,
SAU,OIL_RENT_PCT,2023,25.1,estimate
ARE,OIL_RENT_PCT,2018,17.2,
ARE,OIL_RENT_PCT,2019,16.1,
ARE,OIL_RENT_PCT,2020,11.4,
ARE,OIL_RENT_PCT,2021,15.8,
ARE,OIL_RENT_PCT,2022,19.6,
ARE,OIL_RENT_PCT,2023,17.9,estimate
BHR,INFLATION_PCT,2018,2.1,
BHR,INFLATION_PCT,2019,1.0,
BHR,INFLATION_PCT,2020,-2.3,
BHR,INFLATION_PCT,2021,-0.6,
BHR,INFLATION_PCT,2022,3.6,
BHR,INFLATION_PCT,2023,0.1,estimate
KWT,INFLATION_PCT,2018,0.5,
KWT,INFLATION_PCT,2019,1.1,
KWT,INFLATION_PCT,2020,2.1,
KWT,INFLATION_PCT,2021,3.4,
KWT,INFLATION_PCT,2022,4.0,
KWT,INFLATION_PCT,2023,3.6,estimate
OMN,INFLATION_PCT,2018,0.9,
OMN,INFLATION_PCT,2019,0.1,
OMN,INFLATION_PCT,2020,-0.9,
OMN,INFLATION_PCT,2021,1.5,
OMN,INFLATION_PCT,2022,2.8,
OMN,INFLATION_PCT,2023,0.9,estimate
QAT,INFLATION_PCT,2018,0.3,
QAT,INFLATION_PCT,2019,-0.6,
QAT,INFLATION_PCT,2020,-2.5,
QAT,INFLATION_PCT,2021,2.3,
QAT,INFLATION_PCT,2022,5.0,
QAT,INFLATION_PCT,2023,3.1,estimate
SAU,INFLATION_PCT,2018,2.5,
SAU,INFLATION_PCT,2019,-2.1,
SAU,INFLATION_PCT,2020,3.4,
SAU,INFLATION_PCT,2021,3.1,
SAU,INFLATION_PCT,2022,2.5,
SAU,INFLATION_PCT,2023,2.3,estimate
ARE,INFLATION_PCT,2018,3.1,
ARE,INFLATION_PCT,2019,-1.9,
ARE,INFLATION_PCT,2020,-2.1,
ARE,INFLATION_PCT,2021,0.2,
ARE,INFLATION_PCT,2022,4.8,
ARE,INFLATION_PCT,2023,1.6,estimate
BHR,UNEMP_PCT,2018,4.0,
BHR,UNEMP_PCT,2019,4.1,
BHR,UNEMP_PCT,2020,5.9,
BHR,UNEMP_PCT,2021,5.3,
BHR,UNEMP_PCT,2022,5.4,
BHR,UNEMP_PCT,2023,5.2,estimate
KWT,UNEMP_PCT,2018,2.2,
KWT,UNEMP_PCT,2019,2.2,
KWT,UNEMP_PCT,2020,3.0,
KWT,UNEMP_PCT,2021,2.8,
KWT,UNEMP_PCT,2022,2.2,
KWT,UNEMP_PCT,2023,2.1,estimate
OMN,UNEMP_PCT,2018,2.5,
OMN,UNEMP_PCT,2019,2.7,
OMN,UNEMP_PCT,2020,3.1,
OMN,UNEMP_PCT,2021,3.0,
OMN,UNEMP_PCT,2022,2.3,
OMN,UNEMP_PCT,2023,2.2,estimate
QAT,UNEMP_PCT,2018,0.1,
QAT,UNEMP_PCT,2019,0.1,
QAT,UNEMP_PCT,2020,0.1,
QAT,UNEMP_PCT,2021,0.1,
QAT,UNEMP_PCT,2022,0.1,
QAT,UNEMP_PCT,2023,0.1,estimate
SAU,UNEMP_PCT,2018,6.0,
SAU,UNEMP_PCT,2019,5.7,
SAU,UNEMP_PCT,2020,7.4,
SAU,UNEMP_PCT,2021,6.6,
SAU,UNEMP_PCT,2022,5.6,
SAU,UNEMP_PCT,2023,4.9,estimate
ARE,UNEMP_PCT,2018,2.2,
ARE,UNEMP_PCT,2019,2.3,
ARE,UNEMP_PCT,2020,4.3,
ARE,UNEMP_PCT,2021,3.1,
ARE,UNEMP_PCT,2022,2.8,
ARE,UNEMP_PCT,2023,2.7,estimate
BHR,LIFE_EXP,2018,77.0,
BHR,LIFE_EXP,2019,77.2,
BHR,LIFE_EXP,2020,76.8,
BHR,LIFE_EXP,2021,77.1,
BHR,LIFE_EXP,2022,77.3,
BHR,LIFE_EXP,2023,77.5,estimate
KWT,LIFE_EXP,2018,75.4,
KWT,LIFE_EXP,2019,75.5,
KWT,LIFE_EXP,2020,75.0,
KWT,LIFE_EXP,2021,75.4,
KWT,LIFE_EXP,2022,75.6,
KWT,LIFE_EXP,2023,75.8,estimate
OMN,LIFE_EXP,2018,77.6,
OMN,LIFE_EXP,2019,77.7,
OMN,LIFE_EXP,2020,77.2,
OMN,LIFE_EXP,2021,77.5,
OMN,LIFE_EXP,2022,77.8,
OMN,LIFE_EXP,2023,78.0,estimate
QAT,LIFE_EXP,2018,80.2,
QAT,LIFE_EXP,2019,80.4,
QAT,LIFE_EXP,2020,79.3,
QAT,LIFE_EXP,2021,80.0,
QAT,LIFE_EXP,2022,80.3,
QAT,LIFE_EXP,2023,80.5,estimate
SAU,LIFE_EXP,2018,76.9,
SAU,LIFE_EXP,2019,77.1,
SAU,LIFE_EXP,2020,76.4,
SAU,LIFE_EXP,2021,76.9,
SAU,LIFE_EXP,2022,77.2,
SAU,LIFE_EXP,2023,77.4,estimate
ARE,LIFE_EXP,2018,79.6,
ARE,LIFE_EXP,2019,79.8,
ARE,LIFE_EXP,2020,78.9,
ARE,LIFE_EXP,2021,79.3,
ARE,LIFE_EXP,2022,79.6,
ARE,LIFE_EXP,2023,79.8,estimate
BHR,BIRTH_RATE,2018,13.8,
BHR,BIRTH_RATE,2019,13.3,
BHR,BIRTH_RATE,2020,12.9,
BHR,BIRTH_RATE,2021,12.5,
BHR,BIRTH_RATE,2022,12.2,
BHR,BIRTH_RATE,2023,12.0,estimate
KWT,BIRTH_RATE,2018,16.1,
KWT,BIRTH_RATE,2019,15.7,
KWT,BIRTH_RATE,2020,15.2,
KWT,BIRTH_RATE,2021,14.8,
KWT,BIRTH_RATE,2022,14.5,
KWT,BIRTH_RATE,2023,14.2,estimate
OMN,BIRTH_RATE,2018,18.4,
OMN,BIRTH_RATE,2019,17.9,
OMN,BIRTH_RATE,2020,17.4,
OMN,BIRTH_RATE,2021,16.9,
OMN,BIRTH_RATE,2022,16.5,
OMN,BIRTH_RATE,2023,16.2,estimate
QAT,BIRTH_RATE,2018,9.8,
QAT,BIRTH_RATE,2019,9.5,
QAT,BIRTH_RATE,2020,9.2,
QAT,BIRTH_RATE,2021,9.0,
QAT,BIRTH_RATE,2022,8.8,
QAT,BIRTH_RATE,2023,8.7,estimate
SAU,BIRTH_RATE,2018,17.9,
SAU,BIRTH_RATE,2019,17.5,
SAU,BIRTH_RATE,2020,17.0,
SAU,BIRTH_RATE,2021,16.6,
SAU,BIRTH_RATE,2022,16.2,
SAU,BIRTH_RATE,2023,15.9,estimate
ARE,BIRTH_RATE,2018,10.4,
ARE,BIRTH_RATE,2019,10.1,
ARE,BIRTH_RATE,2020,9.8,
ARE,BIRTH_RATE,2021,9.5,
ARE,BIRTH_RATE,2022,9.3,
ARE,BIRTH_RATE,2023,9.1,estimate
